galaxy,radius,mu,kill,error
NGC4088,26.86,16.579,1,0.013
NGC4088,29.55,16.616,1,0.017
NGC4088,32.50,16.636,1,0.018
NGC4088,35.75,16.690,1,0.016
NGC4088,39.33,16.722,1,0.016
NGC4088,43.26,16.736,1,0.020
NGC4088,47.59,16.811,1,0.019
NGC4088,52.35,16.931,1,0.022
NGC4088,57.58,17.023,1,0.025
NGC4088,63.34,17.193,1,0.027
NGC4088,69.68,17.521,1,0.032
NGC4088,76.64,17.779,1,0.038
NGC4088,84.31,18.380,1,0.040
NGC4088,92.74,18.598,1,0.054
NGC4088,102.01,18.885,1,0.058
NGC4088,112.21,19.239,1,0.051
NGC4088,123.43,19.549,1,0.047
NGC4088,135.78,20.161,1,0.051
NGC4088,149.36,21.281,1,0.090
NGC4088,164.29,21.929,1,0.153
NGC4088,180.72,22.409,1,0.226
NGC4088,198.79,23.142,1,0.404
NGC4088,218.67,23.508,0,0.531
NGC4088,240.54,24.147,0,0.823
NGC4088,264.59,24.222,0,0.864
NGC4088,291.05,24.224,0,0.865
NGC4088,320.16,24.554,0,1.058
NGC4088,352.17,27.176,0,3.219
NGC4088,426.13,27.634,0,3.658
NGC3917,0.65,16.627,1,0.001
NGC3917,0.72,16.634,1,0.001
NGC3917,0.79,16.641,1,0.001
NGC3917,0.87,16.651,1,0.001
NGC3917,0.96,16.662,1,0.001
NGC3917,1.05,16.675,1,0.001
NGC3917,1.16,16.692,1,0.001
NGC3917,1.27,16.711,1,0.001
NGC3917,1.40,16.733,1,0.001
NGC3917,1.54,16.756,1,0.001
NGC3917,1.69,16.778,1,0.001
NGC3917,1.86,16.799,1,0.002
NGC3917,2.05,16.827,1,0.002
NGC3917,2.25,16.855,1,0.002
NGC3917,2.48,16.888,1,0.002
NGC3917,2.73,16.930,1,0.002
NGC3917,3.00,16.970,1,0.001
NGC3917,3.30,17.005,1,0.002
NGC3917,3.63,17.040,1,0.002
NGC3917,3.99,17.085,1,0.002
NGC3917,4.39,17.129,1,0.002
NGC3917,4.83,17.178,1,0.002
NGC3917,5.31,17.232,1,0.002
NGC3917,5.85,17.286,1,0.002
NGC3917,6.43,17.342,1,0.002
NGC3917,7.07,17.396,1,0.002
NGC3917,7.78,17.450,1,0.002
NGC3917,8.56,17.507,1,0.002
NGC3917,9.42,17.562,1,0.002
NGC3917,10.36,17.610,1,0.002
NGC3917,11.39,17.655,1,0.002
NGC3917,12.53,17.668,1,0.003
NGC3917,13.78,17.733,1,0.005
NGC3917,15.16,17.762,1,0.003
NGC3917,16.68,17.796,1,0.004
NGC3917,18.35,17.822,1,0.003
NGC3917,20.18,17.829,1,0.004
NGC3917,22.20,17.866,1,0.004
NGC3917,24.42,17.904,1,0.004
NGC3917,26.86,17.941,1,0.004
NGC3917,29.55,17.967,1,0.005
NGC3917,32.50,17.993,1,0.006
NGC3917,35.75,18.053,1,0.007
NGC3917,39.33,18.134,1,0.007
NGC3917,43.26,18.183,1,0.008
NGC3917,47.59,18.222,1,0.008
NGC3917,52.35,18.291,1,0.007
NGC3917,57.58,18.415,1,0.008
NGC3917,63.34,18.546,1,0.009
NGC3917,69.68,18.718,1,0.008
NGC3917,76.64,18.994,1,0.008
NGC3917,84.31,19.183,1,0.011
NGC3917,92.74,19.493,1,0.010
NGC3917,102.01,19.770,1,0.013
NGC3917,112.21,20.117,1,0.016
NGC3917,123.43,20.563,1,0.021
NGC3917,135.78,21.065,1,0.033
NGC3917,149.36,21.841,1,0.065
NGC3917,164.29,23.040,1,0.181
NGC3917,180.72,23.577,1,0.283
NGC3917,198.79,24.225,1,0.467
NGC3917,218.67,24.996,1,0.801
NGC3917,240.54,25.638,1,1.181
NGC3917,264.59,25.711,0,1.229
NGC3917,387.39,26.248,0,1.626
F568-1,0.65,19.434,1,0.005
F568-1,0.72,19.440,1,0.005
F568-1,0.79,19.450,1,0.005
F568-1,0.87,19.462,1,0.005
F568-1,0.96,19.481,1,0.005
F568-1,1.05,19.501,1,0.006
F568-1,1.16,19.524,1,0.006
F568-1,1.27,19.550,1,0.006
F568-1,1.40,19.580,1,0.006
F568-1,1.54,19.617,1,0.006
F568-1,1.69,19.660,1,0.007
F568-1,1.86,19.708,1,0.007
F568-1,2.05,19.764,1,0.007
F568-1,2.25,19.826,1,0.008
F568-1,2.48,19.896,1,0.008
F568-1,2.73,19.970,1,0.009
F568-1,3.00,20.063,1,0.009
F568-1,3.30,20.145,1,0.010
F568-1,3.63,20.227,1,0.011
F568-1,3.99,20.311,1,0.012
F568-1,4.39,20.394,1,0.013
F568-1,4.83,20.467,1,0.014
F568-1,5.31,20.551,1,0.016
F568-1,5.85,20.664,1,0.017
F568-1,6.43,20.829,1,0.019
F568-1,7.07,21.016,1,0.023
F568-1,7.78,21.101,1,0.024
F568-1,8.56,21.189,1,0.027
F568-1,9.42,21.304,1,0.029
F568-1,10.36,21.393,1,0.032
F568-1,11.39,21.497,1,0.035
F568-1,12.53,21.617,1,0.040
F568-1,13.78,21.670,1,0.042
F568-1,15.16,21.733,1,0.044
F568-1,16.68,21.851,1,0.048
F568-1,18.35,22.064,1,0.058
F568-1,20.18,22.281,1,0.070
F568-1,22.20,22.500,1,0.087
F568-1,24.42,22.688,1,0.101
F568-1,26.86,22.845,1,0.116
F568-1,29.55,23.128,1,0.148
F568-1,32.50,23.562,1,0.212
F568-1,35.75,24.011,1,0.306
F568-1,39.33,24.852,0,0.579
F568-1,43.26,26.178,0,1.320
F568-1,47.59,26.461,0,1.526
F568-1,52.35,28.194,0,3.020
F568-1,69.68,26.695,0,1.705
NGC4085,0.65,14.347,1,0.002
NGC4085,0.72,14.368,1,0.002
NGC4085,0.79,14.395,1,0.002
NGC4085,0.87,14.434,1,0.002
NGC4085,0.96,14.476,1,0.003
NGC4085,1.05,14.525,1,0.003
NGC4085,1.16,14.577,1,0.003
NGC4085,1.27,14.637,1,0.004
NGC4085,1.40,14.704,1,0.005
NGC4085,1.54,14.779,1,0.005
NGC4085,1.69,14.865,1,0.005
NGC4085,1.86,14.954,1,0.006
NGC4085,2.05,15.052,1,0.006
NGC4085,2.25,15.153,1,0.006
NGC4085,2.48,15.259,1,0.007
NGC4085,2.73,15.376,1,0.005
NGC4085,3.00,15.474,1,0.005
NGC4085,3.30,15.550,1,0.006
NGC4085,3.63,15.609,1,0.006
NGC4085,3.99,15.659,1,0.005
NGC4085,4.39,15.714,1,0.006
NGC4085,4.83,15.769,1,0.007
NGC4085,5.31,15.817,1,0.007
NGC4085,5.85,15.858,1,0.007
NGC4085,6.43,15.893,1,0.008
NGC4085,7.07,15.936,1,0.008
NGC4085,7.78,15.972,1,0.009
NGC4085,8.56,16.005,1,0.009
NGC4085,9.42,16.044,1,0.008
NGC4085,10.36,16.138,1,0.006
NGC4085,11.39,16.224,1,0.004
NGC4085,12.53,16.255,1,0.009
NGC4085,13.78,16.309,1,0.007
NGC4085,15.16,16.419,1,0.011
NGC4085,16.68,16.557,1,0.009
NGC4085,18.35,16.703,1,0.006
NGC4085,20.18,16.819,1,0.009
NGC4085,22.20,16.959,1,0.011
NGC4085,24.42,17.042,1,0.013
NGC4085,26.86,17.159,1,0.013
NGC4085,29.55,17.355,1,0.012
NGC4085,32.50,17.493,1,0.010
NGC4085,35.75,17.627,1,0.013
NGC4085,39.33,17.779,1,0.019
NGC4085,43.26,17.901,1,0.019
NGC4085,47.59,18.199,1,0.016
NGC4085,52.35,18.613,1,0.015
NGC4085,57.58,19.058,1,0.020
NGC4085,63.34,19.635,1,0.024
NGC4085,69.68,20.448,1,0.044
NGC4085,76.64,21.549,1,0.114
NGC4085,84.31,22.841,1,0.336
NGC4085,92.74,23.640,1,0.613
NGC4085,102.01,24.597,0,1.130
NGC4085,123.43,26.828,0,2.964
NGC4085,135.78,26.680,0,2.827
UGC08490,0.65,17.560,1,0.001
UGC08490,0.72,17.579,1,0.001
UGC08490,0.79,17.589,1,0.001
UGC08490,0.87,17.601,1,0.001
UGC08490,0.96,17.614,1,0.001
UGC08490,1.05,17.629,1,0.001
UGC08490,1.16,17.647,1,0.001
UGC08490,1.27,17.668,1,0.001
UGC08490,1.40,17.693,1,0.002
UGC08490,1.54,17.721,1,0.002
UGC08490,1.69,17.749,1,0.002
UGC08490,1.86,17.770,1,0.003
UGC08490,2.05,17.787,1,0.003
UGC08490,2.25,17.800,1,0.004
UGC08490,2.48,17.808,1,0.005
UGC08490,2.73,17.815,1,0.006
UGC08490,3.00,17.842,1,0.005
UGC08490,3.30,17.874,1,0.006
UGC08490,3.63,17.888,1,0.007
UGC08490,3.99,17.904,1,0.008
UGC08490,4.39,17.912,1,0.009
UGC08490,4.83,17.942,1,0.006
UGC08490,5.31,17.965,1,0.007
UGC08490,5.85,17.971,1,0.010
UGC08490,6.43,17.988,1,0.010
UGC08490,7.07,18.013,1,0.009
UGC08490,7.78,18.050,1,0.008
UGC08490,8.56,18.067,1,0.009
UGC08490,9.42,18.084,1,0.008
UGC08490,10.36,18.089,1,0.008
UGC08490,11.39,18.143,1,0.006
UGC08490,12.53,18.190,1,0.008
UGC08490,13.78,18.254,1,0.007
UGC08490,15.16,18.306,1,0.007
UGC08490,16.68,18.380,1,0.008
UGC08490,18.35,18.476,1,0.011
UGC08490,20.18,18.516,1,0.011
UGC08490,22.20,18.641,1,0.012
UGC08490,24.42,18.817,1,0.016
UGC08490,26.86,18.976,1,0.012
UGC08490,29.55,19.101,1,0.012
UGC08490,32.50,19.195,1,0.009
UGC08490,35.75,19.280,1,0.010
UGC08490,39.33,19.385,1,0.011
UGC08490,43.26,19.505,1,0.012
UGC08490,47.59,19.704,1,0.013
UGC08490,52.35,19.874,1,0.017
UGC08490,57.58,20.133,1,0.015
UGC08490,63.34,20.341,1,0.015
UGC08490,69.68,20.555,1,0.019
UGC08490,76.64,20.714,1,0.022
UGC08490,84.31,21.075,1,0.025
UGC08490,92.74,21.390,1,0.033
UGC08490,102.01,21.714,1,0.039
UGC08490,112.21,22.010,1,0.048
UGC08490,123.43,22.252,1,0.062
UGC08490,135.78,22.595,1,0.075
UGC08490,149.36,22.917,1,0.100
UGC08490,164.29,23.301,1,0.137
UGC08490,180.72,23.939,1,0.227
UGC08490,218.67,23.880,0,0.213
UGC08490,240.54,22.985,0,0.895
F611-1,0.63,21.097,1,0.012
F611-1,0.70,21.109,1,0.012
F611-1,0.76,21.126,1,0.012
F611-1,0.84,21.146,1,0.013
F611-1,0.93,21.168,1,0.013
F611-1,1.02,21.191,1,0.013
F611-1,1.12,21.213,1,0.014
F611-1,1.23,21.243,1,0.015
F611-1,1.35,21.252,1,0.015
F611-1,1.49,21.244,1,0.014
F611-1,1.64,21.255,1,0.014
F611-1,1.80,21.284,1,0.016
F611-1,1.98,21.290,1,0.017
F611-1,2.18,21.299,1,0.017
F611-1,2.40,21.317,1,0.018
F611-1,2.64,21.379,1,0.019
F611-1,2.90,21.336,1,0.020
F611-1,3.19,21.376,1,0.021
F611-1,3.51,21.356,1,0.024
F611-1,3.87,21.362,1,0.022
F611-1,4.25,21.432,1,0.022
F611-1,4.68,21.534,1,0.022
F611-1,5.14,21.565,1,0.023
F611-1,5.66,21.591,1,0.023
F611-1,6.22,21.624,1,0.024
F611-1,6.85,21.638,1,0.025
F611-1,7.53,21.706,1,0.026
F611-1,8.29,21.773,1,0.026
F611-1,9.11,21.824,1,0.027
F611-1,10.03,21.912,1,0.028
F611-1,11.03,21.998,1,0.030
F611-1,12.13,22.145,1,0.034
F611-1,13.34,22.307,1,0.039
F611-1,14.68,22.464,1,0.048
F611-1,16.15,22.567,1,0.051
F611-1,17.76,22.723,1,0.055
F611-1,19.54,23.013,1,0.072
F611-1,21.49,23.113,1,0.083
F611-1,23.64,23.367,1,0.099
F611-1,26.00,23.630,1,0.122
F611-1,28.60,23.769,1,0.141
F611-1,31.46,24.249,1,0.206
F611-1,34.61,24.744,1,0.309
F611-1,38.07,24.863,1,0.336
F611-1,41.88,26.367,1,0.961
F611-1,46.07,26.534,0,1.078
F611-1,50.67,27.075,0,1.448
F611-1,55.74,28.841,0,2.940
F611-1,61.31,30.543,0,4.573
F611-1,67.45,26.858,0,1.279
F611-1,89.77,29.348,0,3.411
F611-1,98.75,27.325,0,1.623
NGC4654,1.86,14.577,1,0.000
NGC4654,2.05,14.901,1,0.000
NGC4654,2.25,15.008,1,0.014
NGC4654,2.48,15.029,1,0.010
NGC4654,2.73,14.432,1,0.003
NGC4654,3.00,15.179,1,0.006
NGC4654,3.30,15.328,1,0.006
NGC4654,3.63,15.399,1,0.005
NGC4654,3.99,15.275,1,0.003
NGC4654,4.39,15.542,1,0.004
NGC4654,4.83,15.489,1,0.006
NGC4654,5.31,15.671,1,0.007
NGC4654,5.85,15.534,1,0.005
NGC4654,6.43,15.612,1,0.006
NGC4654,7.07,15.936,1,0.008
NGC4654,7.78,15.861,1,0.007
NGC4654,8.56,15.450,1,0.007
NGC4654,9.42,15.815,1,0.012
NGC4654,10.36,15.913,1,0.010
NGC4654,11.39,16.168,1,0.010
NGC4654,12.53,16.278,1,0.013
NGC4654,13.78,16.411,1,0.022
NGC4654,15.16,16.561,1,0.009
NGC4654,16.68,16.653,1,0.005
NGC4654,18.35,16.718,1,0.006
NGC4654,20.18,16.803,1,0.008
NGC4654,22.20,16.884,1,0.008
NGC4654,24.42,16.975,1,0.006
NGC4654,26.86,17.088,1,0.006
NGC4654,29.55,17.187,1,0.007
NGC4654,32.50,17.262,1,0.008
NGC4654,35.75,17.318,1,0.013
NGC4654,39.33,17.569,1,0.014
NGC4654,43.26,17.791,1,0.016
NGC4654,47.59,17.953,1,0.011
NGC4654,52.35,18.032,1,0.011
NGC4654,57.58,18.145,1,0.011
NGC4654,63.34,18.353,1,0.012
NGC4654,69.68,18.541,1,0.016
NGC4654,76.64,18.705,1,0.017
NGC4654,84.31,19.083,1,0.018
NGC4654,92.74,19.434,1,0.022
NGC4654,102.01,19.676,1,0.028
NGC4654,112.21,20.075,1,0.039
NGC4654,123.43,20.473,1,0.050
NGC4654,135.78,20.903,1,0.075
NGC4654,149.36,21.336,1,0.106
NGC4654,164.29,21.709,1,0.144
NGC4654,180.72,22.043,1,0.191
NGC4654,198.79,22.592,1,0.302
NGC4654,218.67,22.767,0,0.344
NGC4654,240.54,22.368,0,0.250
NGC4654,264.59,23.225,0,0.489
NGC4654,291.05,22.937,0,0.392
UGCA442,2.40,19.906,0,0.025
UGCA442,2.88,20.077,1,0.029
UGCA442,3.46,20.173,1,0.031
UGCA442,4.15,20.175,1,0.031
UGCA442,4.98,20.160,1,0.031
UGCA442,5.97,20.109,1,0.036
UGCA442,7.17,20.015,1,0.040
UGCA442,8.60,20.040,1,0.036
UGCA442,10.32,20.146,1,0.031
UGCA442,12.38,20.117,1,0.037
UGCA442,14.86,20.047,1,0.040
UGCA442,17.83,20.057,1,0.049
UGCA442,21.40,20.077,1,0.049
UGCA442,25.68,20.246,1,0.039
UGCA442,30.81,20.293,1,0.037
UGCA442,36.98,20.325,1,0.038
UGCA442,44.37,20.497,1,0.041
UGCA442,53.25,20.671,1,0.048
UGCA442,63.90,20.809,1,0.054
UGCA442,76.68,20.994,1,0.065
UGCA442,92.01,21.380,1,0.094
UGCA442,110.41,21.810,1,0.132
UGCA442,132.49,22.486,1,0.222
UGCA442,158.99,22.791,1,0.283
UGCA442,190.79,23.171,1,0.381
UGCA442,228.95,23.740,1,0.578
UGC00191,0.65,18.884,1,0.008
UGC00191,0.72,18.903,1,0.008
UGC00191,0.79,18.904,1,0.008
UGC00191,0.87,18.905,1,0.008
UGC00191,0.96,18.906,1,0.008
UGC00191,1.05,18.908,1,0.009
UGC00191,1.16,18.910,1,0.009
UGC00191,1.27,18.911,1,0.009
UGC00191,1.40,18.912,1,0.009
UGC00191,1.54,18.917,1,0.009
UGC00191,1.69,18.922,1,0.009
UGC00191,1.86,18.927,1,0.009
UGC00191,2.05,18.936,1,0.009
UGC00191,2.25,18.942,1,0.009
UGC00191,2.48,18.949,1,0.010
UGC00191,2.73,18.959,1,0.010
UGC00191,3.00,18.969,1,0.011
UGC00191,3.30,19.000,1,0.011
UGC00191,3.63,19.045,1,0.012
UGC00191,3.99,19.075,1,0.012
UGC00191,4.39,19.114,1,0.013
UGC00191,4.83,19.154,1,0.013
UGC00191,5.31,19.189,1,0.014
UGC00191,5.85,19.260,1,0.015
UGC00191,6.43,19.336,1,0.016
UGC00191,7.07,19.358,1,0.016
UGC00191,7.78,19.365,1,0.015
UGC00191,8.56,19.374,1,0.016
UGC00191,9.42,19.402,1,0.017
UGC00191,10.36,19.523,1,0.016
UGC00191,11.39,19.664,1,0.019
UGC00191,12.53,19.756,1,0.022
UGC00191,13.78,19.862,1,0.022
UGC00191,15.16,19.960,1,0.024
UGC00191,16.68,20.094,1,0.028
UGC00191,18.35,20.195,1,0.029
UGC00191,20.18,20.313,1,0.033
UGC00191,22.20,20.356,1,0.035
UGC00191,24.42,20.434,1,0.038
UGC00191,26.86,20.526,1,0.041
UGC00191,29.55,20.645,1,0.045
UGC00191,32.50,20.731,1,0.048
UGC00191,35.75,20.911,1,0.058
UGC00191,39.33,21.182,1,0.074
UGC00191,43.26,21.451,1,0.088
UGC00191,47.59,21.925,1,0.133
UGC00191,52.35,22.162,1,0.161
UGC00191,57.58,22.428,1,0.201
UGC00191,63.34,22.486,1,0.214
UGC00191,69.68,22.783,1,0.270
UGC00191,76.64,23.556,1,0.491
UGC00191,84.31,24.269,0,0.805
UGC00191,102.01,25.763,0,1.816
UGC00191,123.43,26.638,0,2.574
UGC00191,135.78,27.030,0,2.931
UGC00191,149.36,25.549,0,1.644
NGC1705,2.73,17.226,1,0.001
NGC1705,3.00,16.941,1,0.003
NGC1705,3.30,17.049,1,0.013
NGC1705,3.63,17.439,1,0.018
NGC1705,3.99,17.321,1,0.017
NGC1705,4.39,17.388,1,0.010
NGC1705,4.83,17.507,1,0.006
NGC1705,5.31,17.550,1,0.007
NGC1705,5.85,17.574,1,0.007
NGC1705,6.43,17.610,1,0.007
NGC1705,7.07,17.671,1,0.008
NGC1705,7.78,17.729,1,0.010
NGC1705,8.56,17.840,1,0.011
NGC1705,9.42,17.998,1,0.010
NGC1705,10.36,18.186,1,0.009
NGC1705,11.39,18.337,1,0.009
NGC1705,12.53,18.517,1,0.011
NGC1705,13.78,18.709,1,0.010
NGC1705,15.16,18.866,1,0.008
NGC1705,16.68,19.062,1,0.006
NGC1705,18.35,19.258,1,0.008
NGC1705,20.18,19.382,1,0.008
NGC1705,22.20,19.558,1,0.010
NGC1705,24.42,19.777,1,0.011
NGC1705,26.86,19.941,1,0.014
NGC1705,29.55,20.095,1,0.014
NGC1705,32.50,20.317,1,0.015
NGC1705,35.75,20.636,1,0.018
NGC1705,39.33,20.955,1,0.023
NGC1705,43.26,21.290,1,0.029
NGC1705,47.59,21.578,1,0.038
NGC1705,52.35,21.979,1,0.053
NGC1705,57.58,22.330,1,0.074
NGC1705,63.34,22.779,1,0.108
NGC1705,69.68,23.165,1,0.149
NGC1705,76.64,23.712,1,0.235
NGC1705,84.31,24.354,1,0.391
NGC1705,92.74,25.126,1,0.687
NGC1705,135.78,27.479,0,2.342
NGC1705,218.67,27.054,0,1.956
UGC05764,0.65,20.001,1,0.006
UGC05764,0.72,20.014,1,0.006
UGC05764,0.79,20.029,1,0.007
UGC05764,0.87,20.040,1,0.007
UGC05764,0.96,20.048,1,0.007
UGC05764,1.05,20.056,1,0.007
UGC05764,1.16,20.062,1,0.008
UGC05764,1.27,20.078,1,0.008
UGC05764,1.40,20.100,1,0.009
UGC05764,1.54,20.142,1,0.009
UGC05764,1.69,20.190,1,0.009
UGC05764,1.86,20.231,1,0.010
UGC05764,2.05,20.266,1,0.013
UGC05764,2.25,20.303,1,0.015
UGC05764,2.48,20.344,1,0.016
UGC05764,2.73,20.370,1,0.016
UGC05764,3.00,20.380,1,0.016
UGC05764,3.30,20.393,1,0.016
UGC05764,3.63,20.399,1,0.015
UGC05764,3.99,20.447,1,0.014
UGC05764,4.39,20.474,1,0.015
UGC05764,4.83,20.512,1,0.016
UGC05764,5.31,20.526,1,0.017
UGC05764,5.85,20.526,1,0.018
UGC05764,6.43,20.543,1,0.020
UGC05764,7.07,20.529,1,0.019
UGC05764,7.78,20.537,1,0.019
UGC05764,8.56,20.524,1,0.018
UGC05764,9.42,20.504,1,0.018
UGC05764,10.36,20.450,1,0.016
UGC05764,11.39,20.618,1,0.018
UGC05764,12.53,20.691,1,0.017
UGC05764,13.78,20.612,1,0.017
UGC05764,15.16,19.861,0,0.009
UGC05764,16.68,20.742,1,0.012
UGC05764,18.35,21.368,0,0.028
UGC05764,20.18,20.758,1,0.025
UGC05764,22.20,21.035,1,0.027
UGC05764,24.42,21.405,1,0.033
UGC05764,26.86,21.789,1,0.041
UGC05764,29.55,21.964,1,0.047
UGC05764,32.50,22.095,1,0.050
UGC05764,35.75,22.204,1,0.057
UGC05764,39.33,22.325,1,0.061
UGC05764,43.26,22.413,1,0.066
UGC05764,47.59,22.520,1,0.073
UGC05764,52.35,22.808,1,0.093
UGC05764,57.58,22.829,1,0.102
UGC05764,63.34,23.106,1,0.115
UGC05764,69.68,23.332,1,0.142
UGC05764,76.64,23.477,1,0.159
UGC05764,84.31,23.929,1,0.238
UGC05764,92.74,23.992,1,0.264
UGC05764,102.01,24.472,1,0.357
UGC05764,112.21,25.172,1,0.588
UGC05764,123.43,25.293,0,0.631
UGC05764,135.78,26.325,0,1.209
UGC05764,164.29,28.043,0,2.595
UGC05764,218.67,26.514,0,1.337
UGC02023,0.65,19.834,1,0.012
UGC02023,0.72,19.831,1,0.012
UGC02023,0.79,19.951,1,0.014
UGC02023,0.87,19.841,1,0.012
UGC02023,0.96,19.847,1,0.012
UGC02023,1.05,19.846,1,0.012
UGC02023,1.16,19.857,1,0.012
UGC02023,1.27,19.871,1,0.013
UGC02023,1.40,19.886,1,0.013
UGC02023,1.54,19.892,1,0.013
UGC02023,1.69,19.897,1,0.013
UGC02023,1.86,19.902,1,0.013
UGC02023,2.05,19.909,1,0.014
UGC02023,2.25,19.915,1,0.014
UGC02023,2.48,19.923,1,0.014
UGC02023,2.73,19.933,1,0.014
UGC02023,3.00,19.942,1,0.015
UGC02023,3.30,19.942,1,0.014
UGC02023,3.63,19.935,1,0.014
UGC02023,3.99,19.921,1,0.014
UGC02023,4.39,19.911,1,0.014
UGC02023,4.83,19.899,1,0.014
UGC02023,5.31,19.893,1,0.015
UGC02023,5.85,19.905,1,0.015
UGC02023,6.43,19.921,1,0.015
UGC02023,7.07,19.933,1,0.016
UGC02023,7.78,19.943,1,0.017
UGC02023,8.56,19.962,1,0.017
UGC02023,9.42,19.993,1,0.017
UGC02023,10.36,20.023,1,0.017
UGC02023,11.39,20.051,1,0.017
UGC02023,12.53,20.071,1,0.016
UGC02023,13.78,20.118,1,0.018
UGC02023,15.16,20.106,1,0.022
UGC02023,16.68,20.162,1,0.020
UGC02023,18.35,20.182,1,0.024
UGC02023,20.18,20.160,1,0.024
UGC02023,22.20,20.226,1,0.025
UGC02023,24.42,20.290,1,0.026
UGC02023,26.86,20.467,1,0.026
UGC02023,29.55,20.602,1,0.030
UGC02023,32.50,20.724,1,0.033
UGC02023,35.75,20.838,1,0.036
UGC02023,39.33,20.960,1,0.042
UGC02023,43.26,21.149,1,0.045
UGC02023,47.59,21.344,1,0.054
UGC02023,52.35,21.450,1,0.088
UGC02023,57.58,21.621,1,0.075
UGC02023,63.34,21.869,1,0.085
UGC02023,69.68,22.206,1,0.107
UGC02023,76.64,22.488,1,0.139
UGC02023,84.31,22.855,1,0.184
UGC02023,92.74,22.936,1,0.200
UGC02023,102.01,23.155,1,0.242
UGC02023,112.21,23.434,1,0.299
UGC02023,123.43,23.848,1,0.411
UGC02023,135.78,24.284,1,0.569
UGC02023,149.36,24.671,1,0.743
UGC02023,164.29,24.324,0,0.587
UGC02023,180.72,26.264,0,1.820
UGC02023,198.79,25.875,0,1.501
UGC02023,218.67,25.235,0,1.056
UGC02023,240.54,26.433,0,1.943
UGC02023,426.13,29.407,0,4.729
UGC00634,0.65,19.636,1,0.013
UGC00634,0.72,19.640,1,0.013
UGC00634,0.79,19.645,1,0.013
UGC00634,0.87,19.650,1,0.013
UGC00634,0.96,19.655,1,0.013
UGC00634,1.05,19.676,1,0.014
UGC00634,1.16,19.683,1,0.014
UGC00634,1.27,19.689,1,0.014
UGC00634,1.40,19.709,1,0.015
UGC00634,1.54,19.721,1,0.015
UGC00634,1.69,19.731,1,0.016
UGC00634,1.86,19.741,1,0.016
UGC00634,2.05,19.742,1,0.017
UGC00634,2.25,19.756,1,0.018
UGC00634,2.48,19.760,1,0.019
UGC00634,2.73,19.766,1,0.018
UGC00634,3.00,19.782,1,0.018
UGC00634,3.30,19.800,1,0.019
UGC00634,3.63,19.824,1,0.019
UGC00634,3.99,19.842,1,0.019
UGC00634,4.39,19.897,1,0.019
UGC00634,4.83,19.932,1,0.020
UGC00634,5.31,19.943,1,0.022
UGC00634,5.85,19.969,1,0.022
UGC00634,6.43,20.047,1,0.024
UGC00634,7.07,20.051,1,0.025
UGC00634,7.78,20.032,1,0.024
UGC00634,8.56,20.114,1,0.029
UGC00634,9.42,20.184,1,0.030
UGC00634,10.36,20.233,1,0.030
UGC00634,11.39,20.283,1,0.031
UGC00634,12.53,20.327,1,0.035
UGC00634,13.78,20.386,1,0.040
UGC00634,15.16,20.457,1,0.035
UGC00634,16.68,20.699,1,0.045
UGC00634,18.35,20.730,1,0.043
UGC00634,20.18,20.847,1,0.049
UGC00634,22.20,20.919,1,0.049
UGC00634,24.42,21.083,1,0.055
UGC00634,26.86,21.342,1,0.067
UGC00634,29.55,21.723,1,0.096
UGC00634,32.50,21.780,1,0.100
UGC00634,35.75,21.938,1,0.117
UGC00634,39.33,22.197,1,0.144
UGC00634,43.26,22.472,1,0.176
UGC00634,47.59,22.873,1,0.243
UGC00634,52.35,23.007,1,0.274
UGC00634,57.58,23.374,1,0.362
UGC00634,63.34,24.577,0,0.852
UGC00634,69.68,25.090,0,1.160
UGC00634,76.64,25.015,0,1.110
UGC00634,84.31,25.163,0,1.206
UGC00634,92.74,25.008,0,1.103
UGC00634,149.36,27.130,0,2.812
NGC2998,0.65,15.762,1,0.001
NGC2998,0.72,15.776,1,0.001
NGC2998,0.79,15.790,1,0.001
NGC2998,0.87,15.808,1,0.001
NGC2998,0.96,15.831,1,0.001
NGC2998,1.05,15.860,1,0.001
NGC2998,1.16,15.894,1,0.001
NGC2998,1.27,15.938,1,0.001
NGC2998,1.40,15.981,1,0.001
NGC2998,1.54,16.031,1,0.001
NGC2998,1.69,16.087,1,0.002
NGC2998,1.86,16.146,1,0.002
NGC2998,2.05,16.207,1,0.002
NGC2998,2.25,16.273,1,0.003
NGC2998,2.48,16.338,1,0.003
NGC2998,2.73,16.395,1,0.003
NGC2998,3.00,16.444,1,0.004
NGC2998,3.30,16.497,1,0.005
NGC2998,3.63,16.551,1,0.005
NGC2998,3.99,16.592,1,0.005
NGC2998,4.39,16.618,1,0.006
NGC2998,4.83,16.654,1,0.006
NGC2998,5.31,16.703,1,0.005
NGC2998,5.85,16.749,1,0.004
NGC2998,6.43,16.798,1,0.005
NGC2998,7.07,16.849,1,0.005
NGC2998,7.78,16.887,1,0.006
NGC2998,8.56,16.920,1,0.007
NGC2998,9.42,16.926,1,0.008
NGC2998,10.36,16.958,1,0.009
NGC2998,11.39,17.070,1,0.009
NGC2998,12.53,17.133,1,0.015
NGC2998,13.78,17.654,1,0.016
NGC2998,15.16,17.847,1,0.015
NGC2998,16.68,18.019,1,0.014
NGC2998,18.35,18.169,1,0.012
NGC2998,20.18,18.303,1,0.011
NGC2998,22.20,18.394,1,0.011
NGC2998,24.42,18.451,1,0.012
